ConvertedCompYearly,Age,YearsCode,YearsCodePro,Country,EdLevel,DevType,Employment,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,WebframeHaveWorkedWith,ToolsTechHaveWorkedWith
75000.0,25-34 years old,12,2,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist;Other (please specify):;Scientist,"Employed, full-time","['C++', 'Python', 'Rust', 'TypeScript']",['Cloud Firestore'],['Firebase'],['React.js'],"['Homebrew', 'npm', 'Yarn']"
63986.0,45-54 years old,28,17,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Employed, part-time","['Bash/Shell', 'Groovy', 'Java', 'Python']","['MariaDB', 'PostgreSQL']",[],[],['Docker']
226444.0,45-54 years old,22,19,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile;Engineering manager","Employed, full-time","['C#', 'Java', 'JavaScript', 'Kotlin', 'Swift', 'TypeScript']","['Microsoft SQL Server', 'Firebase Realtime Database', 'SQLite']","['DigitalOcean', 'Firebase', 'Google Cloud', 'Microsoft Azure']",['React.js'],['Homebrew']
275000.0,55-64 years old,35,25,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Developer, back-end","Employed, full-time","['C#', 'SQL']",['Microsoft SQL Server'],['Microsoft Azure'],"['ASP.NET', 'Node.js']","['Docker', 'Kubernetes']"
103650.0,25-34 years old,13,8,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;System administrator","Independent contractor, freelancer, or self-employed","['C++', 'JavaScript', 'PHP', 'SQL', 'TypeScript']","['MariaDB', 'MySQL']","['DigitalOcean', 'Microsoft Azure']","['Laravel', 'Nuxt.js', 'Vue.js']","['Ansible', 'Docker', 'Homebrew', 'Puppet', 'Yarn']"
44796.0,35-44 years old,20,13,Hungary,"Other doctoral degree (Ph.D., Ed.D., etc.)","Engineer, data;Engineer, site reliability;Developer, full-stack;Academic researcher;Scientist","Employed, full-time","['Assembly', 'Bash/Shell', 'C', 'C#', 'C++', 'Go', 'HTML/CSS', 'JavaScript', 'MATLAB', 'PHP', 'PowerShell', 'Python', 'SQL', 'VBA']","['MariaDB', 'Microsoft SQL Server', 'MySQL', 'Oracle', 'PostgreSQL', 'Firebase Realtime Database', 'SQLite']","['Firebase', 'Microsoft Azure']","['Angular', 'jQuery', 'Laravel', 'Node.js', 'React.js', 'Symfony']","['Docker', 'Kubernetes', 'npm']"
180000.0,55-64 years old,30,25,United States of America,Some college/university study without earning a degree,"Developer, desktop or enterprise applications;Project manager;Data or business analyst;System administrator","Employed, full-time;Independent contractor, freelancer, or self-employed","['HTML/CSS', 'JavaScript', 'PHP', 'SQL']","['MySQL', 'Oracle', 'SQLite']","['Managed Hosting', 'VMware']",[],['Unity 3D']
30000.0,25-34 years old,11,8,Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Project manager;Designer;Product manager;Senior Executive (C-Suite, VP, etc.);Marketing or sales professional","Independent contractor, freelancer, or self-employed","['HTML/CSS', 'JavaScript', 'PHP', 'SQL']",['MySQL'],"['AWS', 'DigitalOcean', 'Firebase', 'Google Cloud']","['jQuery', 'Laravel', 'Next.js', 'Node.js', 'Nuxt.js', 'React.js', 'Vue.js']",['Homebrew']
38692.0,25-34 years old,8,7,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, QA or test;Engineering manager","Employed, full-time","['C', 'C++']","['Couchbase', 'CouchDB', 'Redis']","['OpenStack', 'VMware']","['jQuery', 'React.js']","['Ansible', 'Docker', 'Kubernetes']"
180000.0,Prefer not to say,28,21,United States of America,"Other doctoral degree (Ph.D., Ed.D., etc.)",Data scientist or machine learning specialist;Other (please specify):,"Employed, full-time;Independent contractor, freelancer, or self-employed","['Bash/Shell', 'C++', 'Dart', 'JavaScript', 'Julia', 'Python', 'Scala']","['Elasticsearch', 'Firebase Realtime Database', 'SQLite']","['AWS', 'Firebase', 'Google Cloud']","['Flask', 'jQuery']","['Docker', 'Homebrew', 'Kubernetes']"
130932.0,45-54 years old,22,18,Singapore,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Employed, full-time","['C++', 'Clojure']",[],['Google Cloud'],[],['npm']
52769.0,25-34 years old,8,5,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['Ruby', 'SQL']","['PostgreSQL', 'Redis']","['AWS', 'DigitalOcean', 'Microsoft Azure']",['Ruby on Rails'],"['Docker', 'Kubernetes']"
139616.0,25-34 years old,8,8,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['Java', 'SQL']",['Oracle'],[],[],[]
255948.0,18-24 years old,3,1,Spain,"Associate degree (A.A., A.S., etc.)","Developer, back-end","Employed, full-time","['Java', 'SQL']","['MariaDB', 'MySQL', 'PostgreSQL']",[],[],[]
77303.0,25-34 years old,9,5,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Python']",['PostgreSQL'],[],"['Deno', 'Node.js', 'Vue.js']","['Docker', 'npm']"
447900.0,25-34 years old,6,2,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile","Employed, full-time",['Kotlin'],"['DynamoDB', 'MongoDB', 'MySQL', 'PostgreSQL', 'SQLite']",['AWS'],[],[]
89000.0,55-64 years old,11,13,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, back-end;Developer, desktop or enterprise applications;Designer","Employed, full-time","['C#', 'HTML/CSS', 'SQL']",['Microsoft SQL Server'],[],[],[]
142098.0,25-34 years old,15,9,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile;Engineering manager;Cloud infrastructure engineer","Employed, full-time","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'SQL', 'TypeScript']","['DynamoDB', 'Elasticsearch', 'MySQL', 'Oracle', 'PostgreSQL', 'Redis']",['AWS'],"['Express', 'Gatsby', 'Next.js', 'Node.js']","['Docker', 'Homebrew', 'Kubernetes', 'npm', 'Terraform', 'Yarn']"
30528.0,18-24 years old,5,5,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['Bash/Shell', 'Fortran', 'Groovy', 'Java', 'JavaScript', 'Kotlin', 'Python']","['MariaDB', 'MongoDB', 'MySQL']","['Heroku', 'Microsoft Azure']",[],"['Docker', 'Homebrew']"
109318.0,25-34 years old,10,4,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Data scientist or machine learning specialist;Engineer, data;Scientist","Employed, full-time","['Bash/Shell', 'C#', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'Scala', 'SQL']","['Elasticsearch', 'Microsoft SQL Server', 'MySQL', 'SQLite']","['AWS', 'Google Cloud', 'VMware']","['Django', 'Flask']",['Yarn']
63986.0,25-34 years old,16,4,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, embedded applications or devices","Employed, full-time","['Assembly', 'Bash/Shell', 'C', 'C++', 'HTML/CSS', 'JavaScript', 'Perl', 'PHP', 'SQL']","['MySQL', 'PostgreSQL', 'SQLite']",[],"['Drupal', 'Node.js']",[]
228000.0,45-54 years old,30,13,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Engineering manager;Cloud infrastructure engineer;Product manager;Senior Executive (C-Suite, VP, etc.)","Independent contractor, freelancer, or self-employed","['Bash/Shell', 'Clojure', 'Java', 'JavaScript', 'TypeScript']",['DynamoDB'],['AWS'],['React.js'],"['Docker', 'Homebrew', 'npm']"
41000.0,35-44 years old,6,3,South Africa,Some college/university study without earning a degree,"Developer, full-stack","Employed, full-time","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'PHP', 'SQL']",['MySQL'],['DigitalOcean'],"['Laravel', 'Node.js']",['Docker']
144485.0,Prefer not to say,28,28,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Engineering manager,"Employed, full-time","['JavaScript', 'Python', 'Ruby']","['DynamoDB', 'Elasticsearch', 'PostgreSQL', 'Redis']","['AWS', 'Heroku']","['Gatsby', 'Next.js', 'Node.js', 'Ruby on Rails']",[]
185000.0,,8,4,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Engineering manager,"Employed, full-time","['Clojure', 'Python']",[],"['AWS', 'Google Cloud']",['Django'],[]
40525.0,45-54 years old,27,27,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, embedded applications or devices","Employed, full-time","['Bash/Shell', 'C', 'C++', 'JavaScript', 'Python']",[],[],[],[]
31410.0,18-24 years old,2,Less than 1 year,United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, front-end;Developer, desktop or enterprise applications;Developer, QA or test;Student;Designer;Marketing or sales professional","Employed, full-time","['HTML/CSS', 'VBA']",[],[],[],[]
240000.0,45-54 years old,30,26,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['Java', 'JavaScript', 'TypeScript']","['Cassandra', 'Couchbase', 'Oracle']","['AWS', 'VMware']",['React.js'],['Docker']
194621.0,35-44 years old,12,10,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Independent contractor, freelancer, or self-employed","['Bash/Shell', 'Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'SQL', 'TypeScript']","['PostgreSQL', 'Redis']",['Heroku'],"['Flask', 'Vue.js']","['npm', 'Yarn']"
31992.0,18-24 years old,7,1,Austria,Something else,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile;Database administrator","Employed, full-time","['C', 'C#', 'C++', 'Java', 'Python', 'SQL']",['MySQL'],[],[],[]
61167.0,35-44 years old,1,10,Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, data","Employed, full-time","['C', 'Clojure', 'Java', 'SQL', 'VBA']","['Oracle', 'SQLite']",[],[],[]
310000.0,25-34 years old,7,5,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Developer, embedded applications or devices","Employed, full-time","['Go', 'Python']","['MongoDB', 'PostgreSQL', 'Redis']",['AWS'],['Flask'],"['Docker', 'Homebrew', 'Kubernetes', 'Terraform']"
68000.0,18-24 years old,7,3,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;DevOps specialist;Cloud infrastructure engineer","Employed, full-time","['Bash/Shell', 'C', 'HTML/CSS', 'JavaScript', 'Perl', 'PowerShell', 'Python', 'Ruby']",['MySQL'],"['AWS', 'Microsoft Azure', 'Oracle Cloud Infrastructure', 'VMware']","['Express', 'Flask', 'Node.js', 'Vue.js']","['Chef', 'npm', 'Puppet']"
101000.0,35-44 years old,18,14,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Engineering manager;Database administrator;DevOps specialist;Cloud infrastructure engineer;Designer","Employed, full-time","['F#', 'HTML/CSS', 'PowerShell', 'Python', 'SQL']","['Microsoft SQL Server', 'PostgreSQL']","['Heroku', 'Microsoft Azure']","['ASP.NET Core ', 'Node.js', 'React.js']","['npm', 'Terraform']"
53322.0,25-34 years old,6,4,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Data scientist or machine learning specialist;Developer, full-stack","Employed, full-time","['JavaScript', 'Python', 'Rust']","['PostgreSQL', 'Redis']",[],"['FastAPI', 'Flask', 'Node.js', 'React.js']","['Docker', 'npm']"
300000.0,45-54 years old,30,30,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Developer, mobile","Independent contractor, freelancer, or self-employed","['C++', 'Go', 'Python']","['MariaDB', 'SQLite']","['AWS', 'DigitalOcean']",['Vue.js'],"['Ansible', 'Docker', 'npm', 'Yarn']"
27516.0,18-24 years old,7,3,Germany,"Professional degree (JD, MD, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;System administrator","Employed, full-time","['HTML/CSS', 'JavaScript', 'PHP', 'SQL']",['MySQL'],['Managed Hosting'],"['jQuery', 'Symfony']","['Docker', 'Homebrew', 'Kubernetes', 'npm', 'Yarn']"
90000.0,18-24 years old,3,2,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['HTML/CSS', 'Java', 'JavaScript', 'Scala', 'SQL', 'TypeScript']","['Oracle', 'PostgreSQL']",[],"['Angular', 'Express', 'Next.js', 'Node.js', 'Play Framework', 'React.js', 'Vue.js']","['Docker', 'Homebrew', 'npm']"
72972.0,35-44 years old,15,11,Germany,"Other doctoral degree (Ph.D., Ed.D., etc.)",Academic researcher;Scientist,"Employed, full-time","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Python', 'R', 'SQL']","['MySQL', 'Neo4j', 'SQLite']","['DigitalOcean', 'Linode']",['jQuery'],"['Docker', 'npm']"
139896.0,25-34 years old,11,7,Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Engineering manager,"Employed, full-time","['HTML/CSS', 'JavaScript', 'Ruby', 'TypeScript']","['MongoDB', 'PostgreSQL', 'Redis']","['AWS', 'Heroku']","['Express', 'Gatsby', 'Node.js', 'React.js', 'Ruby on Rails']","['Docker', 'Homebrew', 'Kubernetes', 'npm', 'Yarn']"
26880.0,18-24 years old,5,Less than 1 year,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Student;Data or business analyst,"Employed, full-time","['Bash/Shell', 'JavaScript', 'MATLAB', 'PowerShell', 'Python', 'R', 'SQL', 'VBA']",['SQLite'],['Microsoft Azure'],[],[]
52728.0,25-34 years old,9,7,Georgia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Independent contractor, freelancer, or self-employed","['C#', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']","['Microsoft SQL Server', 'SQLite']","['Firebase', 'Microsoft Azure']","['ASP.NET', 'ASP.NET Core ', 'Next.js', 'React.js']",['npm']
38060.0,18-24 years old,9,4,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end","Employed, full-time","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'SQL', 'TypeScript']","['IBM DB2', 'MariaDB', 'Microsoft SQL Server']",['AWS'],"['jQuery', 'Node.js', 'React.js']","['Docker', 'Kubernetes', 'npm', 'Terraform']"
2400.0,45-54 years old,27,24,"Venezuela, Bolivarian Republic of...",Some college/university study without earning a degree,"Developer, front-end;Developer, back-end;Developer, desktop or enterprise applications","Independent contractor, freelancer, or self-employed;Employed, part-time","['Bash/Shell', 'COBOL', 'HTML/CSS', 'JavaScript', 'PHP', 'SQL', 'VBA']","['MariaDB', 'MySQL']","['AWS', 'Firebase']","['jQuery', 'Laravel']",['npm']
67044.0,35-44 years old,35,18,Sweden,"Other doctoral degree (Ph.D., Ed.D., etc.)",Data scientist or machine learning specialist;Academic researcher;Scientist,"Employed, full-time","['Julia', 'Python']",['PostgreSQL'],[],[],['Docker']
83184.0,35-44 years old,15,10,Serbia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist;Educator;Academic researcher,"Employed, full-time",['Python'],"['MySQL', 'PostgreSQL']",['AWS'],"['Express', 'Flask', 'Node.js']","['Docker', 'Kubernetes', 'npm']"
30300.0,45-54 years old,31,22,Russian Federation,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Developer, desktop or enterprise applications","Employed, full-time","['C#', 'Java', 'JavaScript', 'SQL']","['Microsoft SQL Server', 'Oracle']",[],"['ASP.NET', 'ASP.NET Core ', 'Blazor', 'Vue.js']",['npm']
63986.0,25-34 years old,12,7,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Project manager","Employed, full-time","['Bash/Shell', 'C#', 'HTML/CSS', 'JavaScript', 'PHP', 'SQL', 'TypeScript']","['MariaDB', 'MySQL', 'PostgreSQL', 'Redis']",['Managed Hosting'],"['Drupal', 'jQuery', 'Node.js', 'React.js', 'Vue.js']","['Docker', 'npm', 'Unity 3D', 'Unreal Engine', 'Yarn']"
38904.0,35-44 years old,15,9,Netherlands,Some college/university study without earning a degree,"Developer, full-stack;Developer, back-end","Employed, part-time","['Bash/Shell', 'PHP']",[],[],[],[]
14964.0,25-34 years old,6,3,Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, back-end","Employed, full-time","['HTML/CSS', 'JavaScript', 'Ruby']","['Elasticsearch', 'MySQL', 'PostgreSQL', 'Redis', 'SQLite']","['AWS', 'DigitalOcean', 'Heroku']",['Ruby on Rails'],"['npm', 'Yarn']"
79000.0,18-24 years old,10,5,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, embedded applications or devices","Employed, full-time","['Bash/Shell', 'C', 'Lua']",[],[],[],[]
78012.0,35-44 years old,32,20,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Data scientist or machine learning specialist;Developer, full-stack;Developer, back-end;Developer, QA or test;DevOps specialist;Developer, embedded applications or devices","Employed, full-time","['Bash/Shell', 'C++', 'Python', 'TypeScript']","['PostgreSQL', 'Redis']",['Google Cloud'],"['Angular', 'Angular.js', 'Django', 'Express', 'Flask', 'Node.js']","['Docker', 'Kubernetes']"
55000.0,25-34 years old,10,7,United States of America,"Other doctoral degree (Ph.D., Ed.D., etc.)","Data scientist or machine learning specialist;Engineer, data;Academic researcher;Scientist","Employed, full-time","['Bash/Shell', 'C', 'C++', 'HTML/CSS', 'LISP', 'Lua', 'Python']",[],[],[],[]
156168.0,35-44 years old,20,15,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","Employed, full-time","['HTML/CSS', 'JavaScript', 'TypeScript']",['MongoDB'],['Microsoft Azure'],"['Next.js', 'Node.js', 'React.js']","['npm', 'Yarn']"
92956.0,35-44 years old,22,16,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, QA or test","Employed, full-time","['Bash/Shell', 'C#', 'HTML/CSS', 'JavaScript', 'PHP', 'PowerShell', 'Python', 'SQL', 'TypeScript']","['Microsoft SQL Server', 'MySQL']",[],"['ASP.NET', 'Express', 'jQuery', 'Node.js', 'Vue.js']","['Docker', 'npm']"
9684.0,18-24 years old,2,2,Kenya,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,"Employed, full-time","['F#', 'Julia', 'R']",['MySQL'],[],['ASP.NET'],[]
38388.0,45-54 years old,30,20,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Developer, game or graphics;Designer;System administrator","Employed, full-time","['Assembly', 'C#', 'C++', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']","['Microsoft SQL Server', 'MongoDB', 'MySQL']",[],"['ASP.NET', 'Express', 'jQuery', 'Node.js']","['npm', 'Unity 3D']"
55500.0,25-34 years old,8,5,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, QA or test;Educator;Cloud infrastructure engineer","Employed, full-time","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']","['DynamoDB', 'MariaDB', 'Microsoft SQL Server', 'MySQL', 'SQLite']","['AWS', 'Managed Hosting', 'Microsoft Azure']","['Angular', 'Express', 'Node.js', 'React.js']","['Ansible', 'Docker', 'npm', 'Yarn']"
52769.0,25-34 years old,11,4,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['Bash/Shell', 'Java', 'Python', 'Scala', 'TypeScript']",['Couchbase'],['AWS'],"['Node.js', 'React.js']","['Docker', 'Kubernetes']"
36259.0,25-34 years old,16,12,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, full-stack","Employed, full-time","['C#', 'TypeScript']",['Microsoft SQL Server'],['Microsoft Azure'],"['Angular', 'ASP.NET Core ']",['Docker']
99760.0,35-44 years old,19,14,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Engineering manager","Employed, full-time","['HTML/CSS', 'JavaScript', 'Python', 'SQL', 'TypeScript']",['PostgreSQL'],['AWS'],"['Django', 'React.js', 'Svelte']","['Homebrew', 'npm', 'Yarn']"
149464.0,25-34 years old,12,10,Israel,Primary/elementary school,"Developer, full-stack;Developer, back-end","Employed, full-time","['HTML/CSS', 'JavaScript', 'Python', 'SQL', 'TypeScript']","['DynamoDB', 'MongoDB', 'MySQL', 'Redis']",['AWS'],"['Express', 'Fastify', 'Flask', 'Node.js', 'React.js']","['Docker', 'Homebrew', 'npm', 'Yarn']"
58654.0,25-34 years old,15,5,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end","Employed, full-time","['Go', 'HTML/CSS', 'Java', 'JavaScript', 'TypeScript']","['Oracle', 'PostgreSQL']",['AWS'],"['Angular', 'React.js']","['Docker', 'Kubernetes', 'npm', 'Yarn']"
74651.0,35-44 years old,28,24,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, back-end","Employed, full-time","['HTML/CSS', 'Java', 'TypeScript']",['PostgreSQL'],[],[],"['Docker', 'npm']"
121030.0,55-64 years old,36,32,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, game or graphics","Employed, full-time","['Assembly', 'Bash/Shell', 'C', 'C#', 'C++', 'Fortran', 'LISP', 'Perl', 'PowerShell', 'Python', 'R']","['Microsoft SQL Server', 'MySQL', 'Oracle', 'SQLite']","['Microsoft Azure', 'VMware']",['ASP.NET'],['Unity 3D']
30708.0,25-34 years old,9,3,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Data scientist or machine learning specialist;Developer, back-end;Academic researcher;Developer, embedded applications or devices;Scientist","Employed, full-time","['Bash/Shell', 'C', 'C++', 'HTML/CSS', 'Java', 'Python', 'Rust', 'SQL']","['Cassandra', 'PostgreSQL']",['Managed Hosting'],[],"['Docker', 'Kubernetes']"
6021.0,25-34 years old,6,5,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator","Employed, full-time;Independent contractor, freelancer, or self-employed","['Elixir', 'Ruby', 'SQL', 'TypeScript']","['Elasticsearch', 'PostgreSQL', 'Redis']","['AWS', 'Heroku']","['Phoenix', 'React.js', 'Ruby on Rails']","['Homebrew', 'npm', 'Yarn']"
25524.0,25-34 years old,10,6,"Iran, Islamic Republic of...","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile;Designer","Employed, full-time;Independent contractor, freelancer, or self-employed","['C#', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'SQL']",['MySQL'],[],['Laravel'],['npm']
93000.0,25-34 years old,6,6,United States of America,"Associate degree (A.A., A.S., etc.)","Developer, front-end;Developer, full-stack","Employed, full-time","['HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']",['Microsoft SQL Server'],['AWS'],['React.js'],[]
56304.0,25-34 years old,20,13,Finland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Developer, back-end;System administrator","Employed, full-time","['C', 'C++', 'Clojure', 'F#', 'Go', 'JavaScript', 'Rust', 'SQL', 'TypeScript']","['PostgreSQL', 'SQLite']","['AWS', 'Microsoft Azure']","['Deno', 'Svelte']","['Ansible', 'Docker', 'npm']"
31992.0,25-34 years old,11,6,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Developer, game or graphics;Cloud infrastructure engineer","Employed, full-time","['Bash/Shell', 'C#', 'Java', 'SQL']","['MongoDB', 'SQLite']",['AWS'],[],['Unity 3D']
124060.0,25-34 years old,10,8,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['C#', 'F#', 'JavaScript', 'SQL', 'TypeScript']",['PostgreSQL'],['AWS'],"['Express', 'Node.js', 'React.js']","['Docker', 'npm']"
133000.0,25-34 years old,17,10,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, back-end;Cloud infrastructure engineer","Employed, full-time","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']","['DynamoDB', 'PostgreSQL']",['AWS'],"['Angular.js', 'Express', 'Node.js', 'React.js']","['Homebrew', 'npm']"
87875.0,25-34 years old,15,13,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications;Developer, mobile;Developer, embedded applications or devices","Independent contractor, freelancer, or self-employed","['Bash/Shell', 'C++', 'JavaScript', 'Objective-C', 'Swift']","['Elasticsearch', 'MySQL', 'SQLite']","['Firebase', 'Google Cloud', 'Microsoft Azure']",[],"['Docker', 'Homebrew']"
98000.0,25-34 years old,3,3,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications","Employed, full-time","['Bash/Shell', 'JavaScript', 'TypeScript']","['Cloud Firestore', 'Firebase Realtime Database']",['Google Cloud'],"['Angular', 'Angular.js', 'Next.js', 'Node.js']","['Docker', 'npm']"
144500.0,45-54 years old,23,22,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,"Developer, full-stack;Developer, back-end;DevOps specialist","Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time","['Bash/Shell', 'C#', 'JavaScript', 'Perl', 'PHP', 'PowerShell', 'Python', 'SQL', 'TypeScript']","['Cassandra', 'CouchDB', 'Elasticsearch', 'MariaDB', 'Microsoft SQL Server', 'MongoDB', 'MySQL', 'Redis']","['AWS', 'Microsoft Azure']","['Angular', 'Angular.js', 'ASP.NET', 'ASP.NET Core ', 'Gatsby', 'jQuery', 'Node.js', 'React.js']","['Docker', 'npm']"
125544.0,35-44 years old,5,3,Israel,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end","Employed, full-time","['HTML/CSS', 'JavaScript', 'TypeScript']",['Elasticsearch'],"['AWS', 'Google Cloud', 'VMware']","['Node.js', 'React.js']","['Docker', 'Kubernetes', 'npm']"
138004.0,35-44 years old,26,23,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['HTML/CSS', 'Java', 'JavaScript', 'SQL', 'TypeScript']",['Oracle'],[],"['Angular.js', 'Next.js', 'React.js']",['npm']
